frequency,raw,error,smoothed,error_smoothed,equalization,equalized_raw,equalized_smoothed,target
28.90,-1.85,-1.68,-1.85,-1.68,1.68,-0.17,-0.17,-0.17
29.19,-1.85,-1.68,-1.85,-1.68,1.68,-0.17,-0.17,-0.17
29.48,-1.85,-1.68,-1.85,-1.68,1.68,-0.17,-0.17,-0.17
29.78,-1.85,-1.68,-1.85,-1.68,1.68,-0.17,-0.17,-0.17
30.08,-1.85,-1.68,-1.85,-1.68,1.68,-0.17,-0.17,-0.17
30.38,-1.85,-1.68,-1.85,-1.68,1.68,-0.17,-0.17,-0.17
30.68,-1.85,-1.68,-1.85,-1.68,1.68,-0.17,-0.17,-0.17
30.99,-1.85,-1.68,-1.85,-1.68,1.68,-0.17,-0.17,-0.17
31.30,-1.85,-1.68,-1.85,-1.68,1.68,-0.17,-0.17,-0.17
31.61,-1.85,-1.68,-1.85,-1.68,1.68,-0.17,-0.17,-0.17
31.93,-1.85,-1.68,-1.85,-1.68,1.68,-0.17,-0.17,-0.17
32.24,-1.85,-1.68,-1.85,-1.68,1.68,-0.17,-0.17,-0.17
32.57,-1.85,-1.68,-1.85,-1.68,1.68,-0.17,-0.17,-0.17
32.89,-1.85,-1.68,-1.85,-1.68,1.68,-0.17,-0.17,-0.17
33.22,-1.85,-1.68,-1.85,-1.68,1.68,-0.17,-0.17,-0.17
33.55,-1.85,-1.68,-1.85,-1.68,1.68,-0.17,-0.17,-0.17
33.89,-1.85,-1.68,-1.85,-1.68,1.68,-0.17,-0.17,-0.17
34.23,-1.85,-1.68,-1.85,-1.68,1.68,-0.17,-0.17,-0.17
34.57,-1.85,-1.68,-1.85,-1.68,1.68,-0.17,-0.17,-0.17
34.92,-1.85,-1.68,-1.85,-1.68,1.68,-0.17,-0.17,-0.17
35.27,-1.85,-1.68,-1.85,-1.68,1.68,-0.17,-0.17,-0.17
35.62,-1.85,-1.68,-1.85,-1.68,1.68,-0.17,-0.17,-0.17
35.97,-1.85,-1.68,-1.85,-1.68,1.68,-0.17,-0.17,-0.17
36.33,-1.85,-1.68,-1.85,-1.68,1.68,-0.17,-0.17,-0.17
36.70,-1.85,-1.68,-1.85,-1.68,1.68,-0.17,-0.17,-0.17
37.06,-1.85,-1.68,-1.85,-1.68,1.68,-0.17,-0.17,-0.17
37.43,-1.85,-1.68,-1.85,-1.68,1.68,-0.17,-0.17,-0.17
37.81,-1.85,-1.68,-1.85,-1.68,1.68,-0.17,-0.17,-0.17
38.19,-1.85,-1.68,-1.85,-1.68,1.68,-0.17,-0.17,-0.17
38.57,-1.85,-1.68,-1.85,-1.68,1.68,-0.17,-0.17,-0.17
38.95,-1.85,-1.68,-1.85,-1.68,1.68,-0.17,-0.17,-0.17
39.34,-1.85,-1.68,-1.85,-1.68,1.68,-0.17,-0.17,-0.17
39.74,-1.85,-1.68,-1.85,-1.68,1.68,-0.17,-0.17,-0.17
40.14,-1.85,-1.68,-1.85,-1.68,1.68,-0.17,-0.17,-0.17
40.54,-1.85,-1.68,-1.85,-1.68,1.68,-0.17,-0.17,-0.17
40.94,-1.85,-1.68,-1.85,-1.68,1.68,-0.17,-0.17,-0.17
41.35,-1.85,-1.68,-1.85,-1.68,1.68,-0.17,-0.17,-0.17
41.76,-1.85,-1.68,-1.85,-1.68,1.68,-0.17,-0.17,-0.17
42.18,-1.85,-1.68,-1.85,-1.68,1.68,-0.17,-0.17,-0.17
42.60,-1.85,-1.68,-1.85,-1.68,1.68,-0.17,-0.17,-0.17
43.03,-1.85,-1.68,-1.85,-1.68,1.68,-0.17,-0.17,-0.17
43.46,-1.84,-1.67,-1.84,-1.67,1.67,-0.17,-0.17,-0.17
43.90,-1.84,-1.67,-1.84,-1.67,1.67,-0.17,-0.17,-0.17
44.33,-1.84,-1.67,-1.84,-1.67,1.67,-0.17,-0.17,-0.17
44.78,-1.84,-1.67,-1.84,-1.67,1.67,-0.17,-0.17,-0.17
45.23,-1.84,-1.67,-1.84,-1.67,1.67,-0.17,-0.17,-0.17
45.68,-1.84,-1.67,-1.84,-1.67,1.67,-0.17,-0.17,-0.17
46.13,-1.84,-1.67,-1.84,-1.67,1.67,-0.17,-0.17,-0.17
46.60,-1.83,-1.66,-1.83,-1.66,1.66,-0.17,-0.17,-0.17
47.06,-1.83,-1.66,-1.83,-1.66,1.66,-0.17,-0.17,-0.17
47.53,-1.83,-1.66,-1.83,-1.66,1.66,-0.17,-0.17,-0.17
48.01,-1.83,-1.66,-1.83,-1.66,1.66,-0.17,-0.17,-0.17
48.49,-1.83,-1.66,-1.83,-1.66,1.66,-0.17,-0.17,-0.17
48.97,-1.82,-1.65,-1.82,-1.65,1.65,-0.17,-0.17,-0.17
49.46,-1.82,-1.65,-1.82,-1.65,1.65,-0.17,-0.17,-0.17
49.96,-1.82,-1.65,-1.82,-1.65,1.65,-0.17,-0.17,-0.17
50.46,-1.82,-1.65,-1.82,-1.65,1.65,-0.17,-0.17,-0.17
50.96,-1.81,-1.64,-1.81,-1.64,1.64,-0.17,-0.17,-0.17
51.47,-1.81,-1.64,-1.81,-1.64,1.64,-0.17,-0.17,-0.17
51.99,-1.81,-1.64,-1.81,-1.64,1.64,-0.17,-0.17,-0.17
52.51,-1.80,-1.63,-1.80,-1.63,1.63,-0.17,-0.17,-0.17
53.03,-1.80,-1.63,-1.80,-1.63,1.63,-0.17,-0.17,-0.17
53.56,-1.80,-1.63,-1.80,-1.63,1.63,-0.17,-0.17,-0.17
54.10,-1.79,-1.62,-1.79,-1.62,1.62,-0.17,-0.17,-0.17
54.64,-1.79,-1.62,-1.79,-1.62,1.62,-0.17,-0.17,-0.17
55.18,-1.79,-1.62,-1.79,-1.62,1.62,-0.17,-0.17,-0.17
55.74,-1.78,-1.61,-1.78,-1.61,1.61,-0.17,-0.17,-0.17
56.29,-1.78,-1.61,-1.78,-1.61,1.61,-0.17,-0.17,-0.17
56.86,-1.77,-1.60,-1.77,-1.60,1.60,-0.17,-0.17,-0.17
57.42,-1.77,-1.60,-1.77,-1.60,1.60,-0.17,-0.17,-0.17
58.00,-1.76,-1.59,-1.76,-1.59,1.59,-0.17,-0.17,-0.17
58.58,-1.76,-1.59,-1.76,-1.59,1.59,-0.17,-0.17,-0.17
59.16,-1.75,-1.58,-1.75,-1.58,1.58,-0.17,-0.17,-0.17
59.76,-1.74,-1.57,-1.74,-1.57,1.57,-0.17,-0.17,-0.17
60.35,-1.74,-1.57,-1.74,-1.57,1.57,-0.17,-0.17,-0.17
60.96,-1.73,-1.56,-1.73,-1.56,1.56,-0.17,-0.17,-0.17
61.57,-1.72,-1.55,-1.72,-1.55,1.55,-0.17,-0.17,-0.17
62.18,-1.72,-1.55,-1.72,-1.55,1.55,-0.17,-0.17,-0.17
62.80,-1.71,-1.54,-1.71,-1.54,1.54,-0.17,-0.17,-0.17
63.43,-1.70,-1.53,-1.70,-1.53,1.53,-0.17,-0.17,-0.17
64.07,-1.69,-1.52,-1.69,-1.52,1.52,-0.17,-0.17,-0.17
64.71,-1.69,-1.52,-1.69,-1.52,1.52,-0.17,-0.17,-0.17
65.35,-1.68,-1.51,-1.68,-1.51,1.51,-0.17,-0.17,-0.17
66.01,-1.67,-1.50,-1.67,-1.50,1.50,-0.17,-0.17,-0.17
66.67,-1.66,-1.49,-1.66,-1.49,1.49,-0.17,-0.17,-0.17
67.33,-1.65,-1.48,-1.65,-1.48,1.48,-0.17,-0.17,-0.17
68.01,-1.64,-1.47,-1.64,-1.47,1.47,-0.17,-0.17,-0.17
68.69,-1.63,-1.46,-1.63,-1.46,1.46,-0.17,-0.17,-0.17
69.37,-1.62,-1.45,-1.62,-1.45,1.45,-0.17,-0.17,-0.17
70.07,-1.61,-1.44,-1.61,-1.44,1.44,-0.17,-0.17,-0.17
70.77,-1.60,-1.43,-1.60,-1.43,1.43,-0.17,-0.17,-0.17
71.48,-1.59,-1.42,-1.59,-1.42,1.42,-0.17,-0.17,-0.17
72.19,-1.57,-1.40,-1.57,-1.40,1.40,-0.17,-0.17,-0.17
72.91,-1.56,-1.39,-1.56,-1.39,1.39,-0.17,-0.17,-0.17
73.64,-1.55,-1.38,-1.55,-1.38,1.38,-0.17,-0.17,-0.17
74.38,-1.53,-1.36,-1.53,-1.36,1.36,-0.17,-0.17,-0.17
75.12,-1.52,-1.35,-1.52,-1.35,1.35,-0.17,-0.17,-0.17
75.87,-1.51,-1.34,-1.51,-1.34,1.34,-0.17,-0.17,-0.17
76.63,-1.49,-1.32,-1.49,-1.32,1.32,-0.17,-0.17,-0.17
77.40,-1.48,-1.31,-1.48,-1.31,1.31,-0.17,-0.17,-0.17
78.17,-1.46,-1.29,-1.46,-1.29,1.29,-0.17,-0.17,-0.17
78.95,-1.45,-1.28,-1.45,-1.28,1.28,-0.17,-0.17,-0.17
79.74,-1.43,-1.26,-1.43,-1.26,1.26,-0.17,-0.17,-0.17
80.54,-1.41,-1.24,-1.41,-1.24,1.24,-0.17,-0.17,-0.17
81.35,-1.39,-1.22,-1.39,-1.22,1.22,-0.17,-0.17,-0.17
82.16,-1.38,-1.21,-1.38,-1.21,1.21,-0.17,-0.17,-0.17
82.98,-1.36,-1.19,-1.36,-1.19,1.19,-0.17,-0.17,-0.17
83.81,-1.34,-1.17,-1.34,-1.17,1.17,-0.17,-0.17,-0.17
84.65,-1.32,-1.15,-1.32,-1.15,1.15,-0.17,-0.17,-0.17
85.50,-1.30,-1.13,-1.30,-1.13,1.13,-0.17,-0.17,-0.17
86.35,-1.28,-1.11,-1.28,-1.11,1.11,-0.17,-0.17,-0.17
87.22,-1.26,-1.09,-1.26,-1.09,1.09,-0.17,-0.17,-0.17
88.09,-1.24,-1.07,-1.24,-1.07,1.07,-0.17,-0.17,-0.17
88.97,-1.22,-1.05,-1.22,-1.05,1.05,-0.17,-0.17,-0.17
89.86,-1.20,-1.03,-1.20,-1.03,1.03,-0.17,-0.17,-0.17
90.76,-1.17,-1.00,-1.17,-1.00,1.00,-0.17,-0.17,-0.17
91.66,-1.15,-0.98,-1.15,-0.98,0.98,-0.17,-0.17,-0.17
92.58,-1.13,-0.96,-1.13,-0.96,0.96,-0.17,-0.17,-0.17
93.51,-1.10,-0.93,-1.10,-0.93,0.93,-0.17,-0.17,-0.17
94.44,-1.08,-0.91,-1.08,-0.91,0.91,-0.17,-0.17,-0.17
95.39,-1.05,-0.88,-1.05,-0.88,0.88,-0.17,-0.17,-0.17
96.34,-1.03,-0.86,-1.03,-0.86,0.86,-0.17,-0.17,-0.17
97.30,-1.00,-0.83,-1.00,-0.83,0.83,-0.17,-0.17,-0.17
98.28,-0.98,-0.81,-0.98,-0.81,0.81,-0.17,-0.17,-0.17
99.26,-0.95,-0.78,-0.95,-0.78,0.78,-0.17,-0.17,-0.17
100.25,-0.93,-0.76,-0.93,-0.76,0.76,-0.17,-0.17,-0.17
101.25,-0.90,-0.73,-0.90,-0.73,0.73,-0.17,-0.17,-0.17
102.27,-0.87,-0.70,-0.87,-0.70,0.70,-0.17,-0.17,-0.17
103.29,-0.84,-0.67,-0.84,-0.67,0.67,-0.17,-0.17,-0.17
104.32,-0.82,-0.65,-0.82,-0.65,0.65,-0.17,-0.17,-0.17
105.37,-0.79,-0.62,-0.79,-0.62,0.62,-0.17,-0.17,-0.17
106.42,-0.76,-0.59,-0.76,-0.59,0.59,-0.17,-0.17,-0.17
107.48,-0.73,-0.56,-0.73,-0.56,0.56,-0.17,-0.17,-0.17
108.56,-0.71,-0.54,-0.71,-0.54,0.54,-0.17,-0.17,-0.17
109.64,-0.68,-0.51,-0.68,-0.51,0.51,-0.17,-0.17,-0.17
110.74,-0.65,-0.48,-0.65,-0.48,0.48,-0.17,-0.17,-0.17
111.85,-0.62,-0.45,-0.62,-0.45,0.45,-0.17,-0.17,-0.17
112.97,-0.59,-0.42,-0.59,-0.42,0.42,-0.17,-0.17,-0.17
114.10,-0.57,-0.40,-0.57,-0.40,0.40,-0.17,-0.17,-0.17
115.24,-0.54,-0.37,-0.54,-0.37,0.37,-0.17,-0.17,-0.17
116.39,-0.51,-0.34,-0.51,-0.34,0.34,-0.17,-0.17,-0.17
117.55,-0.48,-0.31,-0.48,-0.31,0.31,-0.17,-0.17,-0.17
118.73,-0.46,-0.29,-0.46,-0.29,0.29,-0.17,-0.17,-0.17
119.92,-0.43,-0.26,-0.43,-0.26,0.26,-0.17,-0.17,-0.17
121.12,-0.40,-0.23,-0.40,-0.23,0.23,-0.17,-0.17,-0.17
122.33,-0.38,-0.21,-0.38,-0.21,0.21,-0.17,-0.17,-0.17
123.55,-0.35,-0.18,-0.35,-0.18,0.18,-0.17,-0.17,-0.17
124.79,-0.33,-0.16,-0.33,-0.16,0.16,-0.17,-0.17,-0.17
126.03,-0.30,-0.13,-0.30,-0.13,0.13,-0.17,-0.17,-0.17
127.29,-0.28,-0.11,-0.28,-0.11,0.11,-0.17,-0.17,-0.17
128.57,-0.26,-0.09,-0.26,-0.09,0.09,-0.17,-0.17,-0.17
129.85,-0.24,-0.07,-0.24,-0.07,0.07,-0.17,-0.17,-0.17
131.15,-0.21,-0.04,-0.21,-0.04,0.04,-0.17,-0.17,-0.17
132.46,-0.19,-0.02,-0.19,-0.02,0.02,-0.17,-0.17,-0.17
133.79,-0.18,-0.01,-0.18,-0.01,0.01,-0.17,-0.17,-0.17
135.12,-0.16,0.01,-0.16,0.01,-0.01,-0.17,-0.17,-0.17
136.48,-0.14,0.03,-0.14,0.03,-0.03,-0.17,-0.17,-0.17
137.84,-0.12,0.05,-0.12,0.05,-0.05,-0.17,-0.17,-0.17
139.22,-0.11,0.06,-0.11,0.06,-0.06,-0.17,-0.17,-0.17
140.61,-0.09,0.08,-0.09,0.08,-0.08,-0.17,-0.17,-0.17
142.02,-0.08,0.09,-0.08,0.09,-0.09,-0.17,-0.17,-0.17
143.44,-0.07,0.10,-0.07,0.10,-0.10,-0.17,-0.17,-0.17
144.87,-0.06,0.11,-0.06,0.11,-0.11,-0.17,-0.17,-0.17
146.32,-0.05,0.12,-0.05,0.12,-0.12,-0.17,-0.17,-0.17
147.78,-0.04,0.13,-0.04,0.13,-0.13,-0.17,-0.17,-0.17
149.26,-0.03,0.14,-0.03,0.14,-0.14,-0.17,-0.17,-0.17
150.75,-0.03,0.14,-0.03,0.14,-0.14,-0.17,-0.17,-0.17
152.26,-0.02,0.15,-0.02,0.15,-0.15,-0.17,-0.17,-0.17
153.78,-0.02,0.15,-0.02,0.15,-0.15,-0.17,-0.17,-0.17
155.32,-0.01,0.16,-0.01,0.16,-0.16,-0.17,-0.17,-0.17
156.88,-0.01,0.16,-0.01,0.16,-0.16,-0.17,-0.17,-0.17
158.44,-0.01,0.16,-0.01,0.16,-0.16,-0.17,-0.17,-0.17
160.03,-0.01,0.16,-0.01,0.16,-0.16,-0.17,-0.17,-0.17
161.63,-0.01,0.16,-0.01,0.16,-0.16,-0.17,-0.17,-0.17
163.24,-0.01,0.16,-0.01,0.16,-0.16,-0.17,-0.17,-0.17
164.88,-0.01,0.16,-0.01,0.16,-0.16,-0.17,-0.17,-0.17
166.53,-0.01,0.16,-0.01,0.16,-0.16,-0.17,-0.17,-0.17
168.19,-0.01,0.16,-0.01,0.16,-0.16,-0.17,-0.17,-0.17
169.87,-0.01,0.16,-0.01,0.16,-0.16,-0.17,-0.17,-0.17
171.57,-0.02,0.15,-0.02,0.15,-0.15,-0.17,-0.17,-0.17
173.29,-0.02,0.15,-0.02,0.15,-0.15,-0.17,-0.17,-0.17
175.02,-0.02,0.15,-0.02,0.15,-0.15,-0.17,-0.17,-0.17
176.77,-0.02,0.15,-0.02,0.15,-0.15,-0.17,-0.17,-0.17
178.54,-0.03,0.14,-0.03,0.14,-0.14,-0.17,-0.17,-0.17
180.32,-0.03,0.14,-0.03,0.14,-0.14,-0.17,-0.17,-0.17
182.13,-0.03,0.14,-0.03,0.14,-0.14,-0.17,-0.17,-0.17
183.95,-0.03,0.14,-0.03,0.14,-0.14,-0.17,-0.17,-0.17
185.79,-0.03,0.14,-0.03,0.14,-0.14,-0.17,-0.17,-0.17
187.65,-0.03,0.14,-0.03,0.14,-0.14,-0.17,-0.17,-0.17
189.52,-0.03,0.14,-0.03,0.14,-0.14,-0.17,-0.17,-0.17
191.42,-0.03,0.14,-0.03,0.14,-0.14,-0.17,-0.17,-0.17
193.33,-0.03,0.14,-0.03,0.14,-0.14,-0.17,-0.17,-0.17
195.27,-0.03,0.14,-0.03,0.14,-0.14,-0.17,-0.17,-0.17
197.22,-0.03,0.14,-0.03,0.14,-0.14,-0.17,-0.17,-0.17
199.19,-0.02,0.15,-0.02,0.15,-0.15,-0.17,-0.17,-0.17
201.18,-0.02,0.15,-0.02,0.15,-0.15,-0.17,-0.17,-0.17
203.19,-0.01,0.16,-0.01,0.16,-0.16,-0.17,-0.17,-0.17
205.23,-0.01,0.16,-0.01,0.16,-0.16,-0.17,-0.17,-0.17
207.28,-0.00,0.17,-0.00,0.17,-0.17,-0.17,-0.17,-0.17
209.35,0.01,0.18,0.01,0.18,-0.18,-0.17,-0.17,-0.17
211.44,0.02,0.19,0.02,0.19,-0.19,-0.17,-0.17,-0.17
213.56,0.03,0.20,0.03,0.20,-0.20,-0.17,-0.17,-0.17
215.69,0.04,0.21,0.04,0.21,-0.21,-0.17,-0.17,-0.17
217.85,0.05,0.22,0.05,0.22,-0.22,-0.17,-0.17,-0.17
220.03,0.06,0.23,0.06,0.23,-0.23,-0.17,-0.17,-0.17
222.23,0.07,0.24,0.07,0.24,-0.24,-0.17,-0.17,-0.17
224.45,0.08,0.25,0.08,0.25,-0.25,-0.17,-0.17,-0.17
226.70,0.09,0.26,0.09,0.26,-0.26,-0.17,-0.17,-0.17
228.96,0.10,0.27,0.10,0.27,-0.27,-0.17,-0.17,-0.17
231.25,0.11,0.28,0.11,0.28,-0.28,-0.17,-0.17,-0.17
233.57,0.12,0.29,0.12,0.29,-0.29,-0.17,-0.17,-0.17
235.90,0.13,0.30,0.13,0.30,-0.30,-0.17,-0.17,-0.17
238.26,0.14,0.31,0.14,0.31,-0.31,-0.17,-0.17,-0.17
240.64,0.14,0.31,0.14,0.31,-0.31,-0.17,-0.17,-0.17
243.05,0.15,0.32,0.15,0.32,-0.32,-0.17,-0.17,-0.17
245.48,0.16,0.33,0.16,0.33,-0.33,-0.17,-0.17,-0.17
247.93,0.16,0.33,0.16,0.33,-0.33,-0.17,-0.17,-0.17
250.41,0.16,0.33,0.16,0.33,-0.33,-0.17,-0.17,-0.17
252.92,0.16,0.33,0.16,0.33,-0.33,-0.17,-0.17,-0.17
255.45,0.17,0.34,0.17,0.34,-0.34,-0.17,-0.17,-0.17
258.00,0.16,0.33,0.16,0.33,-0.33,-0.17,-0.17,-0.17
260.58,0.16,0.33,0.16,0.33,-0.33,-0.17,-0.17,-0.17
263.19,0.16,0.33,0.16,0.33,-0.33,-0.17,-0.17,-0.17
265.82,0.15,0.32,0.15,0.32,-0.32,-0.17,-0.17,-0.17
268.48,0.15,0.32,0.15,0.32,-0.32,-0.17,-0.17,-0.17
271.16,0.14,0.31,0.14,0.31,-0.31,-0.17,-0.17,-0.17
273.87,0.14,0.31,0.14,0.31,-0.31,-0.17,-0.17,-0.17
276.61,0.13,0.30,0.13,0.30,-0.30,-0.17,-0.17,-0.17
279.38,0.12,0.29,0.12,0.29,-0.29,-0.17,-0.17,-0.17
282.17,0.11,0.28,0.11,0.28,-0.28,-0.17,-0.17,-0.17
284.99,0.10,0.27,0.10,0.27,-0.27,-0.17,-0.17,-0.17
287.84,0.10,0.27,0.10,0.27,-0.27,-0.17,-0.17,-0.17
290.72,0.09,0.26,0.09,0.26,-0.26,-0.17,-0.17,-0.17
293.63,0.08,0.25,0.08,0.25,-0.25,-0.17,-0.17,-0.17
296.57,0.07,0.24,0.07,0.24,-0.24,-0.17,-0.17,-0.17
299.53,0.07,0.24,0.07,0.24,-0.24,-0.17,-0.17,-0.17
302.53,0.06,0.23,0.06,0.23,-0.23,-0.17,-0.17,-0.17
305.55,0.06,0.23,0.06,0.23,-0.23,-0.17,-0.17,-0.17
308.61,0.06,0.23,0.06,0.23,-0.23,-0.17,-0.17,-0.17
311.69,0.06,0.23,0.06,0.23,-0.23,-0.17,-0.17,-0.17
314.81,0.06,0.23,0.06,0.23,-0.23,-0.17,-0.17,-0.17
317.96,0.06,0.23,0.06,0.23,-0.23,-0.17,-0.17,-0.17
321.14,0.06,0.23,0.06,0.23,-0.23,-0.17,-0.17,-0.17
324.35,0.07,0.24,0.07,0.24,-0.24,-0.17,-0.17,-0.17
327.59,0.07,0.24,0.07,0.24,-0.24,-0.17,-0.17,-0.17
330.87,0.07,0.24,0.07,0.24,-0.24,-0.17,-0.17,-0.17
334.18,0.08,0.25,0.08,0.25,-0.25,-0.17,-0.17,-0.17
337.52,0.09,0.26,0.09,0.26,-0.26,-0.17,-0.17,-0.17
340.90,0.09,0.26,0.09,0.26,-0.26,-0.17,-0.17,-0.17
344.30,0.10,0.27,0.10,0.27,-0.27,-0.17,-0.17,-0.17
347.75,0.10,0.27,0.10,0.27,-0.27,-0.17,-0.17,-0.17
351.23,0.10,0.27,0.10,0.27,-0.27,-0.17,-0.17,-0.17
354.74,0.11,0.28,0.11,0.28,-0.28,-0.17,-0.17,-0.17
358.28,0.11,0.28,0.11,0.28,-0.28,-0.17,-0.17,-0.17
361.87,0.11,0.28,0.11,0.28,-0.28,-0.17,-0.17,-0.17
365.49,0.11,0.28,0.11,0.28,-0.28,-0.17,-0.17,-0.17
369.14,0.11,0.28,0.11,0.28,-0.28,-0.17,-0.17,-0.17
372.83,0.11,0.28,0.11,0.28,-0.28,-0.17,-0.17,-0.17
376.56,0.10,0.27,0.10,0.27,-0.27,-0.17,-0.17,-0.17
380.33,0.10,0.27,0.10,0.27,-0.27,-0.17,-0.17,-0.17
384.13,0.09,0.26,0.09,0.26,-0.26,-0.17,-0.17,-0.17
387.97,0.09,0.26,0.09,0.26,-0.26,-0.17,-0.17,-0.17
391.85,0.09,0.26,0.09,0.26,-0.26,-0.17,-0.17,-0.17
395.77,0.08,0.25,0.08,0.25,-0.25,-0.17,-0.17,-0.17
399.73,0.08,0.25,0.08,0.25,-0.25,-0.17,-0.17,-0.17
403.72,0.08,0.25,0.08,0.25,-0.25,-0.17,-0.17,-0.17
407.76,0.07,0.24,0.07,0.24,-0.24,-0.17,-0.17,-0.17
411.84,0.07,0.24,0.07,0.24,-0.24,-0.17,-0.17,-0.17
415.96,0.08,0.25,0.08,0.25,-0.25,-0.17,-0.17,-0.17
420.12,0.08,0.25,0.08,0.25,-0.25,-0.17,-0.17,-0.17
424.32,0.08,0.25,0.08,0.25,-0.25,-0.17,-0.17,-0.17
428.56,0.09,0.26,0.09,0.26,-0.26,-0.17,-0.17,-0.17
432.85,0.10,0.27,0.10,0.27,-0.27,-0.17,-0.17,-0.17
437.18,0.10,0.27,0.10,0.27,-0.27,-0.17,-0.17,-0.17
441.55,0.11,0.28,0.11,0.28,-0.28,-0.17,-0.17,-0.17
445.96,0.12,0.29,0.12,0.29,-0.29,-0.17,-0.17,-0.17
450.42,0.12,0.29,0.12,0.29,-0.29,-0.17,-0.17,-0.17
454.93,0.13,0.30,0.13,0.30,-0.30,-0.17,-0.17,-0.17
459.48,0.13,0.30,0.13,0.30,-0.30,-0.17,-0.17,-0.17
464.07,0.13,0.30,0.13,0.30,-0.30,-0.17,-0.17,-0.17
468.71,0.13,0.30,0.13,0.30,-0.30,-0.17,-0.17,-0.17
473.40,0.13,0.30,0.13,0.30,-0.30,-0.17,-0.17,-0.17
478.13,0.12,0.29,0.12,0.29,-0.29,-0.17,-0.17,-0.17
482.91,0.11,0.28,0.11,0.28,-0.28,-0.17,-0.17,-0.17
487.74,0.10,0.27,0.10,0.27,-0.27,-0.17,-0.17,-0.17
492.62,0.09,0.26,0.09,0.26,-0.26,-0.17,-0.17,-0.17
497.55,0.08,0.25,0.08,0.25,-0.25,-0.17,-0.17,-0.17
502.52,0.07,0.24,0.07,0.24,-0.24,-0.17,-0.17,-0.17
507.55,0.06,0.23,0.06,0.23,-0.23,-0.17,-0.17,-0.17
512.62,0.05,0.22,0.05,0.22,-0.22,-0.17,-0.17,-0.17
517.75,0.04,0.21,0.04,0.21,-0.21,-0.17,-0.17,-0.17
522.93,0.04,0.21,0.04,0.21,-0.21,-0.17,-0.17,-0.17
528.16,0.04,0.21,0.04,0.21,-0.21,-0.17,-0.17,-0.17
533.44,0.05,0.22,0.05,0.22,-0.22,-0.17,-0.17,-0.17
